system:index,Blue,Elevation,Green,NDBI,NDVI,NIR,NightLights,Red,SWIR,Urban,.geo
973,0.026366250000000008,0,0.05257375,-0.1400011,0.05743313,0.05139125,0.55,0.04580875000000001,0.038768750000000005,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.11181363423608,6.53780389052926]}"
974,0.03212749999999999,0,0.05158375000000001,0.0048914407,-0.11482966,0.032168749999999996,6.705,0.040514999999999995,0.032485,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4049293371624287,6.50788999156808]}"
975,0.006305000000000005,0,0.039360000000000006,0.079442754,-0.08932615,0.029157500000000003,0.815,0.034877500000000006,0.03419,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6776578574211154,6.538342879699732]}"
976,0.01582,0,0.05254625,-0.18733592,0.15636848,0.06614500000000001,0.56,0.04825624999999999,0.04527249999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.736407677002532,6.565831327393789]}"
977,0.026682499999999998,11,0.05561250000000001,-0.3184115,0.79662555,0.30920375,1.005,0.03500125,0.15985125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6833172437110684,6.50923746449426]}"
978,0.028222499999999998,16,0.06071374999999998,-0.30779073,0.7669848,0.306605,0.95,0.040432499999999996,0.162285,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6792748249325307,6.503847572789542]}"
979,0.020041249999999997,0,0.06353249999999999,-0.028490053,0.1206517,0.0722225,0.62,0.056671250000000006,0.06822125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.125288363497873,6.482288005970673]}"
980,0.04688125,9,0.08271375,-0.24977122,0.6952098,0.32009375,0.645,0.05755125,0.19215000000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.1025564125277976,6.423807680974493]}"
981,0.05286249999999998,0,0.08668749999999997,-0.07609938,-0.14042704,0.06707999999999997,2.495,0.08899750000000001,0.05759249999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.591958579316113,6.55666851149577]}"
982,0.09815500000000002,0,0.10339374999999998,-0.22411986,-0.13857993,0.08171,0.5,0.10800000000000001,0.05179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.7570643542554296,6.448870677401428]}"
983,0.07695249999999998,38,0.10591,-0.11753205,0.5165763,0.3072375,1.125,0.097935,0.2426125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9967394463403694,6.667969775198179]}"
984,0.018198749999999986,0,0.049961249999999985,0.086580805,0.06557819,0.04446125000000001,4.4350004,0.03898874999999999,0.05288999999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.063574103478862,6.455338547447088]}"
985,0.05205124999999999,0,0.07913875000000001,-0.36202845,-0.04818507,0.07537125,1.325,0.0830025,0.035303749999999995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9627831286006514,6.516783312880864]}"
986,0.022777500000000006,0,0.07406499999999999,-0.13422836,-0.13628633,0.05332999999999999,5.535,0.07016,0.04070750000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.552881864456914,6.474472662998834]}"
987,0.04036374999999999,0,0.067575,-0.31173074,-0.07233922,0.05748249999999999,0.7,0.06644749999999999,0.030161249999999987,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.1084852934029863,6.4095244679569925]}"
988,0.07717249999999998,10,0.1003,-0.17357963,0.55689186,0.30129750000000005,0.98,0.08575250000000001,0.21217000000000003,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9794917928852747,6.556129522325298]}"
989,0.037338750000000004,0,0.07203000000000001,0.03389047,-0.35194203,0.031357499999999996,2.555,0.06541624999999998,0.033557500000000004,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.434573741538373,6.513818872443269]}"
990,0.06188250000000001,6,0.09169250000000001,-0.11516916,0.47670525,0.25083500000000003,12.59,0.08888750000000001,0.199025,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9770663416181518,6.444558764037653]}"
991,0.019394999999999996,0,0.05261499999999998,-0.23045461,0.015900394,0.05227125000000002,1.025,0.050635,0.03269124999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.698947929654748,6.602482590985866]}"
992,0.03082125000000001,10,0.06170375,-0.22594403,0.7176595,0.2852925,0.75,0.046895000000000006,0.1801325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.747726449582438,6.5127408941023255]}"
993,0.032952499999999996,6,0.07292374999999998,-0.28625873,0.6831501,0.28497625000000004,14.785,0.053646250000000006,0.15813249999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.029617785739144,6.4359349373101065]}"
994,0.04788500000000001,13,0.07158999999999999,-0.32291868,0.6615367,0.29258,0.735,0.059599999999999986,0.14974500000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.924245402911924,6.627815081998036]}"
995,0.1194675,2,0.11437999999999998,-0.18757221,-0.016388478,0.20301249999999998,0.78,0.2097775,0.13888250000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.7147537043734,6.411141435468408]}"
996,0.024455000000000005,14,0.06031500000000001,-0.23798448,0.740755,0.254135,0.605,0.037847500000000006,0.1564275,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.923342513345953,6.473664179243126]}"
997,0.034258750000000004,0,0.05909125,-0.16072252,0.006535052,0.055062499999999986,0.61,0.05434749999999999,0.039813749999999995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.107771215457542,6.4863304247492115]}"
998,0.08117375000000002,21,0.09053749999999999,-0.04251606,0.42588025,0.23483,0.74,0.09455249999999998,0.21567624999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9441880022193776,6.627815081998036]}"
999,0.03344749999999999,11,0.06809749999999998,-0.35249037,0.738292,0.30399250000000005,0.89,0.04576749999999999,0.1455375,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.0365302391450126,6.45453006369138]}"
1000,0.025279999999999997,4,0.06137374999999998,-0.1698817,0.39127484,0.1383875,2.35,0.060548749999999985,0.09819625000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.5760583987871977,6.557746489836713]}"
1001,0.0632575,10,0.0891625,-0.25971663,0.62517536,0.29901500000000003,0.78499997,0.06896375000000002,0.17571874999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.034738182858625,6.588199377968365]}"
1002,0.024977499999999986,4,0.06303750000000002,-0.3223389,0.64597714,0.24616,0.85,0.05294500000000002,0.12614999999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7110751859903615,6.616765804003366]}"
1003,0.10141375,2,0.08810375000000001,-0.17851661,0.27882317,0.29274500000000003,0.485,0.16509000000000001,0.2040575,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.810693776717365,6.417339810928833]}"
1004,0.0326775,2,0.097605,-0.3368954,0.19231328,0.1435575,0.5,0.09724749999999999,0.07120500000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.771886556443402,6.453721579935673]}"
1005,0.04829750000000001,0,0.08029375,-0.22136335,-0.08304152,0.057771249999999996,1.69,0.06823499999999999,0.03683,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4817352939546478,6.533222482580251]}"
1006,0.031384999999999996,15,0.06562249999999997,-0.33849052,0.7199894,0.3419425,0.825,0.05566749999999998,0.168995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8601056916257903,6.50465605654525]}"
1007,0.05310999999999999,0,0.08153125,-0.23178186,0.14664607,0.09181625000000002,0.37,0.06833125,0.05726250000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.133373201054948,6.562866886956194]}"
1008,0.0336675,0,0.07887749999999999,-0.032426797,-0.06416293,0.07179624999999998,4.19,0.08164125,0.06728624999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.002129338045086,6.502230605278127]}"
1009,0.01546249999999999,0,0.04816000000000001,-0.10928158,-0.09940254,0.030147499999999994,2.5949998,0.03680249999999999,0.024207499999999993,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4313398065155427,6.533222482580251]}"
1010,0.05850000000000001,13,0.11260625000000002,-0.100712106,0.3294793,0.2475075,9.254999,0.12483,0.20221499999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3168046077903037,6.557207500666242]}"
1011,0.024386249999999998,11,0.059654999999999986,-0.29488853,0.7459298,0.27888500000000005,1.06,0.04058375,0.15186249999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9080757277977725,6.463153890418928]}"
1012,0.061580000000000024,11,0.09161000000000002,-0.17597145,0.5997481,0.30800750000000005,0.48,0.07706249999999998,0.2158275,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.043631504171408,6.674437645243839]}"
1013,0.026269999999999988,36,0.06358750000000002,-0.28152454,0.774883,0.3070725,0.74,0.038947499999999996,0.17215750000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8328867385169687,6.678210569437141]}"
1014,0.02604999999999999,3,0.04397999999999999,-0.1786939,0.28927937,0.08162750000000002,1.015,0.044997499999999996,0.056877500000000025,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8894806014164987,6.461806417492749]}"
1015,0.026448749999999993,4,0.08121500000000001,-0.2801501,0.4424116,0.2072475,0.59,0.08011500000000002,0.11653875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.7635322243010902,6.426502626826851]}"
1016,0.022804999999999992,9,0.053385000000000016,-0.34135652,0.7987993,0.30149,0.8,0.03372249999999999,0.14804,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7843777131745147,6.642637284186009]}"
1017,0.04241249999999999,12,0.07491750000000003,-0.20691606,0.6282716,0.256005,2.5700002,0.058445000000000025,0.168225,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.957393236895934,6.4976491973291175]}"
1018,0.08813125,8,0.11530125,-0.21697769,0.5013879,0.32317375,0.81,0.10732625000000001,0.207935,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.915082587013905,6.576072121632752]}"
1019,0.0249775,15,0.06761624999999999,-0.36578587,0.71155185,0.29849250000000005,0.66999996,0.050305,0.13860750000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7315567744682867,6.526215623364118]}"
1020,0.01551749999999999,0,0.043155,-0.18232776,0.057209842,0.04904,0.58,0.04373250000000001,0.033915,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7560807817247497,6.586043421286479]}"
1021,0.04641374999999999,0,0.07781875000000002,-0.13507585,-0.01967068,0.06921124999999997,1.7,0.07198874999999999,0.05273875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.506798290381582,6.53456995550643]}"
1022,0.07869875,9,0.09891125,-0.23254806,0.45723677,0.29121875,0.41,0.1084675,0.18132875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.213143598284762,6.4448282586228895]}"
1023,0.04378749999999999,0,0.07033875,-0.28238901,-0.028015226,0.06559500000000001,5.205,0.06937625,0.036706249999999996,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3529168822119084,6.414644865076474]}"
1024,0.03476750000000001,0,0.07046249999999998,-0.16945797,0.106799595,0.08492749999999999,0.39499998,0.06853749999999997,0.06031500000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.177031323863157,6.458033493299447]}"
1025,0.053165000000000004,0,0.09063375000000001,-0.25690326,-0.10981541,0.07194750000000003,0.61,0.08969875,0.04253625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.9416681451419913,6.401709124985152]}"
1026,0.039525000000000005,7,0.07656750000000001,-0.2570761,0.71451116,0.287905,1.53,0.04794000000000001,0.17015000000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.050907857972777,6.50788999156808]}"
1027,0.046688750000000015,0,0.07038,-0.23342875,0.22626108,0.08994625,0.39499998,0.05675374999999999,0.055901249999999986,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.1762228401074495,6.525676634193647]}"
1028,0.08858500000000002,8,0.13901999999999998,0.04824541,0.3381157,0.28400000000000003,17.380001,0.14047749999999998,0.3127925,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.041206052904286,6.449679161157135]}"
1029,0.045410000000000006,0,0.07043500000000003,-0.22078171,-0.09690253,0.06356,1.4,0.07719999999999999,0.040569999999999995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.611901178623566,6.54696670642728]}"
1030,0.02187,5,0.05913249999999998,-0.3421705,0.72151357,0.28224,0.53499997,0.04565749999999999,0.13833250000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7951574965839487,6.625659125316149]}"
1031,0.03776499999999999,43,0.0721675,-0.25417924,0.73887444,0.35842875,0.975,0.053824999999999984,0.21314625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.719429518132673,6.629971038679923]}"
1032,0.034795000000000006,2,0.06474250000000001,-0.35483077,0.7418321,0.30285125,0.685,0.0448875,0.1442175,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.10174792877209,6.425424648485908]}"
1033,0.024675000000000002,10,0.047774999999999984,-0.336525,0.7987591,0.263815,0.6,0.029514999999999986,0.13096249999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8954094822916874,6.593589269673083]}"
1034,0.021044999999999994,0,0.0354275,-0.06752727,0.12527733,0.03803999999999999,0.39,0.029569999999999985,0.03322749999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.135798652322071,6.531336020483599]}"
1035,0.08745750000000002,12,0.10860500000000001,-0.12271532,0.46537027,0.288895,1.015,0.10540125,0.22574125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9576627314811703,6.545349738915864]}"
1036,0.05111625,0,0.08780125,-0.33602643,-0.18978304,0.05332999999999999,2.29,0.07831374999999999,0.026503750000000006,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.498174463654035,6.487138908504919]}"
1037,0.030958749999999993,12,0.06435750000000001,-0.19470774,0.6905825,0.245555,0.685,0.044942499999999996,0.16551625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8388156193921574,6.56448385446761]}"
1038,0.11867,6,0.1204575,0.056326885,0.2115256,0.24902000000000002,0.45999998,0.16206500000000001,0.2787475,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.8079988308650066,6.398475189962323]}"
1039,0.04492875,0,0.08084374999999999,-0.26741052,-0.20950192,0.05203749999999999,1.595,0.07962,0.030078749999999987,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4995219365802144,6.511932410346618]}"
1040,0.037105,2,0.06655749999999999,-0.269375,0.6216307,0.2289175,0.875,0.053412499999999974,0.13176,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.124385473931902,6.432970496872512]}"
1041,0.020027500000000004,3,0.07462875,-0.35251015,0.61264384,0.2519625,2.78,0.06052125,0.1206225,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4272973877370045,6.56448385446761]}"
1042,0.03787499999999999,11,0.07049,-0.20986895,0.6367804,0.3052575,0.61,0.06774000000000002,0.199355,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8708854750352244,6.622425190293319]}"
1043,0.03328249999999999,0,0.07245625,1.5110098E-4,-0.26272714,0.04549249999999999,1.675,0.07791500000000001,0.045506249999999984,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.580909301321443,6.54103782555209]}"
1044,0.025362499999999996,13,0.05085500000000001,-0.36136308,0.79421747,0.2928275,0.565,0.03358499999999999,0.13737000000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8035118287262604,6.568256778660912]}"
1045,0.04532749999999999,20,0.08253500000000003,-0.26479962,0.53195566,0.24602249999999998,0.705,0.07516499999999998,0.1430075,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.9656531632279823,6.5202867424889295]}"
1046,0.04883375000000001,18,0.08773250000000002,-0.1427799,0.53763455,0.30644000000000005,2.63,0.09214624999999999,0.22986625000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.613787640720217,6.438360388577229]}"
1047,0.07490374999999999,8,0.11479249999999999,-0.17241439,0.37497082,0.25403875,0.635,0.11548,0.17932125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.73038439031708,6.397397211621379]}"
1048,0.04527249999999999,12,0.07582499999999998,-0.2727977,0.6950618,0.279325,0.825,0.05025000000000002,0.15959,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.046865439194239,6.534839450091666]}"
1049,0.029102500000000003,-2,0.05731750000000002,-0.30731663,0.19458069,0.07428499999999999,1.99,0.05008499999999999,0.039360000000000006,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.0990529829197313,6.489294865186806]}"
1050,0.0262975,13,0.04689499999999999,-0.39447522,0.8343848,0.30894249999999995,0.64,0.027892499999999987,0.1341525,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7644351138670613,6.561519414030015]}"
1051,0.024991249999999993,0,0.06369750000000002,-0.25992164,0.48012567,0.1551625,0.48999998,0.05449875000000001,0.09114249999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.142536016952968,6.470430244220296]}"
1052,0.06301000000000001,16,0.09221500000000002,-0.33856812,0.6410852,0.3533,1.135,0.07726875,0.1745775,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9644000961120667,6.523251182926524]}"
1053,0.032539999999999986,10,0.08041749999999998,-0.39254922,0.39589244,0.1598925,0.68,0.06919750000000002,0.06974750000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.134181684810656,6.457763998714211]}"
1054,0.0430175,20,0.08302999999999999,-0.3574106,0.60864973,0.32750500000000005,5.16,0.079675,0.15503875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.5833347525885655,6.652339089254499]}"
1055,0.025829999999999992,6,0.055145,-0.336158,0.670956,0.23730500000000002,1.23,0.04673000000000001,0.1179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.0767793381554185,6.493337283965344]}"
1056,0.029954999999999996,7,0.0632025,-0.29527384,0.73180556,0.2992625,1.245,0.046345,0.16282125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.210623741207376,6.420034756781191]}"
1057,0.028002499999999986,6,0.05882999999999999,-0.32909402,0.8281251,0.3858875,0.64,0.03628000000000001,0.19479000000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7787183268845617,6.681175009874735]}"
1058,0.05862375,15,0.09379625,-0.2878803,0.5341864,0.28954125,1.12,0.08791125,0.16009874999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.987482224632087,6.4523741070094935]}"
1059,0.05795,0,0.07197500000000001,-0.3298913,0.12519836,0.08242500000000003,0.645,0.06408249999999999,0.0415325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.03635515037004,6.564753349052846]}"
1060,0.02691624999999999,0,0.056217500000000004,-0.22631966,0.08826813,0.05848624999999999,2.12,0.04899875000000001,0.036898749999999994,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.0870201323943816,6.4472537098900125]}"
1061,0.06763,6,0.09035874999999999,-0.057810605,0.39491624,0.23021000000000003,0.37,0.09986,0.2050475,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.330912732032831,6.430814540190625]}"
1062,0.023946250000000002,10,0.06428875,-0.2935184,0.6774314,0.2806175,1.515,0.05396250000000001,0.153265,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6544813230908315,6.633474468287989]}"
1063,0.011970000000000008,0,0.04241249999999999,-0.013932869,-0.29333872,0.02401500000000001,1.28,0.043952500000000005,0.023354999999999987,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.629687821249133,6.524329161267468]}"
1064,0.023946250000000002,14,0.054746249999999996,-0.3199949,0.7349709,0.265135,1.1,0.04050125,0.13658625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9005298794111685,6.473664179243126]}"
1065,0.0262975,0,0.0660075,0.07225475,-0.33609238,0.032484999999999986,3.0,0.06537500000000002,0.037544999999999995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4372686873907314,6.499535659425768]}"
1066,0.09764625000000002,5,0.14801250000000002,0.07462097,0.22911575,0.24895125,6.665,0.15613875,0.28910125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9851511791752277,6.435126453554399]}"
1067,0.09529500000000002,4,0.08514749999999999,-0.18833983,0.0071985396,0.21932000000000001,0.515,0.21618500000000002,0.1498,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.800183487893167,6.445367247793361]}"
1068,0.05980624999999998,2,0.0954325,-0.23553748,0.3209518,0.21688625,0.62,0.1114925,0.13419375,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.8093463037911857,6.422999197218785]}"
1069,0.04070750000000001,58,0.08275500000000002,-0.27558863,0.66604227,0.36798500000000006,0.825,0.07376250000000001,0.20898,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7172735614507864,6.682522482800915]}"
1070,0.026874999999999996,11,0.05756499999999998,-0.26645553,0.7748779,0.28690125,0.605,0.036390000000000006,0.16617625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7649741030375328,6.5782280783146385]}"
1071,0.030560000000000004,15,0.06034250000000002,-0.21808416,0.74477905,0.3166425,2.5700002,0.04631750000000001,0.20326,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.807823742090034,6.686564901579453]}"
1072,0.03142625,12,0.07439499999999999,-0.23225583,0.6437978,0.27561250000000004,3.02,0.05972375000000002,0.1717175,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.452899373334411,6.6852174286532735]}"
1073,0.07730999999999999,10,0.103215,-0.1948074,0.60483205,0.3711475,0.94,0.09139000000000003,0.25012,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.980569771226218,6.540229341796382]}"
1074,0.028016249999999993,21,0.05891249999999998,-0.26259497,0.7674308,0.30633,0.77,0.040308750000000004,0.17890875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8328867385169687,6.681983493630443]}"
1075,0.035977499999999996,12,0.08311249999999998,-0.31837684,0.29100943,0.13596750000000002,0.86,0.07467000000000001,0.07029750000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.133103706469713,6.438360388577229]}"
1076,0.032759999999999984,0,0.06446750000000001,-0.30152777,-0.07222331,0.05899500000000002,0.495,0.06818000000000002,0.031659999999999994,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.756255870499722,6.4448282586228895]}"
1077,0.049589999999999995,0,0.07450499999999999,-0.2604011,0.5337606,0.21596500000000002,0.44,0.06564999999999999,0.1267275,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.1285222985207035,6.568795767831384]}"
1078,0.02288749999999999,15,0.05656124999999998,-0.343617,0.75400215,0.3146625,1.165,0.04413125,0.15371875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9072672440420653,6.473933673828362]}"
1079,0.13646250000000001,10,0.17618625000000002,0.028142575,0.20903021,0.313865,4.74,0.20533625,0.3320425,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.941493056367019,6.5593634573481285]}"
1080,0.11534250000000001,4,0.1231525,0.008183931,0.10837239,0.18830000000000002,0.35,0.1514775,0.1914075,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.320671937793869,6.412219413809351]}"
1081,0.09143124999999999,6,0.11868375,-0.121172145,0.45395425,0.29427125,1.575,0.11051625000000001,0.23066375,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.923975908326688,6.540768330966855]}"
1082,0.043155,14,0.06562249999999997,-0.27254865,0.67849845,0.263925,1.25,0.0505525,0.15087250000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.037163634125748,6.529449558386949]}"
1083,0.017359999999999987,3,0.05654749999999997,-0.2902869,0.55461305,0.14295249999999998,1.75,0.04095499999999999,0.07862999999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.672537460301634,6.592511291332139]}"
1084,0.03680249999999999,5,0.06531999999999999,-0.239078,0.58480257,0.21899000000000002,0.71000004,0.05737249999999999,0.1344825,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.086386737413646,6.442672301941003]}"
1085,0.030023750000000002,16,0.06278999999999998,-0.23962776,0.7403274,0.29355625,1.1,0.04380125,0.18006375000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.680083308688238,6.4938762731358155]}"
1086,0.023217500000000002,12,0.06380750000000002,-0.37227526,0.763187,0.32212875,1.16,0.043265,0.1473525,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7493434170938533,6.438899377747701]}"
1087,0.026338749999999994,0,0.064495,0.07675395,-0.2065504,0.03779249999999999,4.06,0.05746875000000001,0.04407625,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4558638137720057,6.479593060118315]}"
1088,0.021650000000000003,3,0.08083000000000001,-0.48788992,0.7339022,0.34087000000000006,2.5349998,0.052312499999999984,0.1173225,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4634096621586092,6.604369053082516]}"
1089,0.02437249999999999,7,0.05979249999999997,-0.35714412,0.79124403,0.28983000000000003,1.975,0.03377749999999999,0.1372875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.1890641743885078,6.521903710000345]}"
1090,0.053247499999999975,6,0.082425,-0.02975355,0.5015722,0.2393675,4.73,0.079455,0.225535,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.964939085282538,6.490642338112985]}"
1091,0.041779999999999984,40,0.0874025,-0.08575018,0.6032644,0.2895275,0.8,0.07164500000000001,0.24379499999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7493434170938533,6.662849378078698]}"
1092,0.029982499999999995,0,0.059503749999999994,0.048933353,-0.23828223,0.03006500000000001,2.005,0.048875,0.03315874999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.453168867919647,6.547236201012515]}"
1093,0.03208625,0,0.076485,-0.22479196,0.5232797,0.21838500000000002,0.53499997,0.06834500000000002,0.1382225,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.7691916105910432,6.432701002287276]}"
1094,0.018102499999999994,5,0.05635499999999999,-0.38303962,0.75046986,0.273605,0.585,0.039002499999999996,0.12205250000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.775484391861731,6.62107771736714]}"
1095,0.07754375000000002,10,0.0962025,-0.14159305,0.49539682,0.27592875,0.83500004,0.09310875000000002,0.20748125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9175080382810274,6.565561832808553]}"
1096,0.02972124999999999,14,0.06862000000000001,-0.31732062,0.67683566,0.29619625000000005,1.155,0.05708374999999999,0.15349875000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8180645363289965,6.448870677401428]}"
1097,0.025609999999999994,0,0.05496625000000002,-0.25941458,-0.101790026,0.03791625,1.495,0.046509999999999996,0.022296250000000004,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.510571214574884,6.498996670255297]}"
1098,0.03130250000000001,17,0.062212500000000004,-0.32289606,0.7743649,0.3302825,1.39,0.04200000000000001,0.16904999999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.65394233392036,6.659076453885396]}"
