system:index,Blue,Elevation,Green,NDBI,NDVI,NIR,NightLights,Population,Red,SWIR,Urban,.geo
873,0.06614500000000001,2,0.062157500000000004,-0.22810207,-0.3878705,0.045602500000000004,19.0,26.281887,0.10339375,0.028662499999999994,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.109832766329166,6.455069052861852]}"
874,0.0743125,15,0.07403749999999998,-0.345825,-0.22704716,0.16860999999999998,0.0,0.8602747,0.267665,0.08195750000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.023688904863955,6.627006598242328]}"
875,0.04827000000000001,12,0.04036374999999999,-0.42656276,-0.33067167,0.13202125,0.0,0.34877002,0.26246749999999996,0.05306875000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.794618507413477,6.537264901358788]}"
876,0.07149375,6,0.0721125,-0.32425475,-0.20205641,0.15947999999999998,7.0,1.3319871,0.2402475,0.08137999999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.066444138106193,6.427041615997323]}"
877,0.050360000000000016,23,0.040679999999999994,-0.41178113,-0.39191142,0.15156000000000003,8.0,1.3673993,0.34692000000000006,0.06314750000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6846647166372475,6.503039089033835]}"
878,0.05440250000000002,13,0.05170750000000002,-0.45638773,-0.3158704,0.15738999999999997,11.0,1.1366937,0.3027275,0.05874750000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.01524016691138,6.453452085350437]}"
879,0.09558375,12,0.09961249999999999,-0.28305542,-0.2074344,0.15316875,0.0,0.72536796,0.233345,0.08558749999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.035816161199569,6.571760208268978]}"
880,0.05899499999999999,3,0.05052499999999999,-0.33950895,-0.4036096,0.08197125,6.0,1.8536495,0.19292,0.04041875,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6682255469378604,6.586312915871714]}"
881,0.06820749999999999,26,0.06531999999999999,-0.32100326,-0.29895508,0.11959125000000001,6.0,1.8092746,0.22158875,0.06147,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9681730203053687,6.676863096510962]}"
882,0.07255250000000002,11,0.06342249999999999,-0.34747455,-0.31838655,0.15436499999999997,0.0,0.47265118,0.298575,0.0747525,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7916540669758825,6.525676634193647]}"
883,0.04983750000000001,12,0.044117500000000004,-0.40650377,-0.26374072,0.14743499999999998,0.0,0.7282991,0.2530625,0.062212500000000004,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8506733811425353,6.556938006081006]}"
884,0.05899499999999999,3,0.058774999999999994,-0.34990028,-0.32365322,0.1193025,34.0,11.117487,0.2334825,0.057455000000000006,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2472750047994525,6.42919757267921]}"
885,0.08234249999999999,6,0.06419249999999999,-0.36806664,-0.223374,0.18945499999999998,6.0,1.574615,0.2984375,0.0875125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.9087898057432167,6.493606778550579]}"
